cancel_id,user_id,subscription_id,cancel_date,cancel_reason,churn_type
1464,6243,4394,2023-09-20,Popular crime Congress sound ten news.,voluntary
1465,6699,4395,2023-08-27,Leader effort PM summer down bill here.,voluntary
1466,2651,4400,2025-12-25,Road support executive three.,involuntary
1467,9575,4401,2025-07-28,Back carry daughter order.,voluntary
1468,5519,4405,2024-08-24,Also although item pressure will.,involuntary
1469,604,4406,2024-05-13,Charge director small according.,voluntary
1470,1352,4407,2023-11-18,History few most network want.,involuntary
1471,4341,4409,2024-05-15,Fish possible instead the throughout question.,involuntary
1472,3037,4410,2023-10-31,Rate plan entire several among near our.,involuntary
1473,7585,4415,2025-05-27,As success cut physical.,involuntary
1474,9748,4416,2026-01-19,Relate rate design wife stage customer yard.,voluntary
1475,6426,4419,2023-09-20,Including player idea him sign conference.,voluntary
1476,7961,4421,2024-09-21,Us force stock child last thousand account popular.,voluntary
1477,5334,4425,2024-05-12,Instead fly seat herself almost.,voluntary
1478,9432,4430,2025-06-09,Similar provide suddenly total person necessary.,voluntary
1479,7885,4432,2023-09-26,Threat fight what author year group.,involuntary
1480,217,4435,2024-02-23,Option thought face high successful.,involuntary
1481,3021,4438,2024-12-29,Adult consider successful detail purpose painting.,voluntary
1482,6664,4440,2023-10-13,We full democratic million mean center especially.,voluntary
1483,4055,4441,2023-08-20,School stay arrive out assume fish risk choose.,involuntary
1484,7038,4443,2025-02-17,Whole sound culture would.,involuntary
1485,3298,4448,2024-10-11,Decision voice above every.,voluntary
1486,8109,4449,2025-03-27,Leg support soldier could society task according.,involuntary
1487,521,4453,2024-01-11,Stop whatever power notice.,voluntary
1488,7925,4455,2023-12-06,Chair poor town.,involuntary
1489,186,4461,2024-06-01,Receive heart leader clear speak.,voluntary
1490,1180,4464,2024-09-20,Through important far stand painting.,involuntary
1491,1384,4468,2025-03-07,Care board find or writer.,involuntary
1492,3862,4470,2025-04-30,Either management until throughout record pattern school.,voluntary
1493,5520,4474,2025-04-14,That sport matter structure forward.,voluntary
1494,6925,4482,2026-02-25,None middle your itself ground chair might.,involuntary
1495,6131,4483,2024-12-28,Within allow exist necessary into read.,involuntary
1496,2905,4492,2024-10-06,Agency stuff apply process appear.,voluntary
1497,4846,4501,2024-02-17,Deep girl position like material page.,voluntary
1498,8799,4503,2025-05-16,Including significant man author.,voluntary
1499,9405,4506,2024-05-04,Shoulder wide must even.,voluntary
1500,8573,4508,2024-05-03,Camera discuss discuss adult college.,involuntary
1501,3998,4511,2026-06-01,System own responsibility memory lose wife understand.,voluntary
1502,5941,4516,2026-04-28,Mother maintain voice order establish southern in.,voluntary
1503,799,4520,2025-05-27,Wind company property until go.,voluntary
1504,5356,4522,2024-03-09,Sit international voice why throw.,voluntary
1505,9291,4524,2023-10-21,Child difficult research power food choice.,voluntary
1506,4528,4525,2025-07-28,Meeting share worry throughout remain ok speech.,involuntary
1507,3715,4526,2024-02-05,Team picture remember buy important picture.,voluntary
1508,7355,4530,2024-02-25,Plant just scene.,involuntary
1509,7731,4537,2024-09-23,Catch something two learn possible him suffer.,involuntary
1510,6938,4542,2025-04-09,Similar someone seek.,involuntary
1511,9522,4543,2023-10-14,Color debate seek.,voluntary
1512,7304,4544,2024-10-26,Dream case information forward.,involuntary
1513,7612,4551,2025-10-26,With why fine future.,involuntary
1514,9075,4552,2024-08-28,Official there trip east weight answer station be.,voluntary
1515,4311,4555,2023-12-29,Partner word hundred decision staff person themselves leader.,involuntary
1516,8205,4556,2024-07-01,Expect successful process letter sport class skin.,involuntary
1517,9395,4560,2024-08-29,The although bill.,voluntary
1518,9784,4561,2025-02-11,Lot door often product.,involuntary
1519,877,4562,2024-09-01,Black science ready result.,involuntary
1520,2003,4564,2025-06-25,Require window bar ahead however successful service.,involuntary
1521,3632,4569,2025-07-02,Large easy necessary science camera.,voluntary
1522,2660,4570,2025-08-01,Operation thus whether myself Republican.,involuntary
1523,7703,4571,2025-01-12,Ok green compare sense item watch a.,voluntary
1524,5197,4574,2025-05-28,Air agent generation commercial support.,voluntary
1525,6901,4577,2025-01-13,South push bill threat increase west.,involuntary
1526,4153,4579,2024-03-07,Home east view although.,voluntary
1527,6485,4580,2025-07-10,Question task business age know suggest girl.,voluntary
1528,1024,4582,2026-02-14,Successful method happen build.,involuntary
1529,6926,4584,2025-08-11,Rule as have probably despite may.,voluntary
1530,4573,4587,2024-11-13,Data serve quality land public nation teacher.,voluntary
1531,5220,4588,2025-03-02,Body young hit or radio.,voluntary
1532,4697,4589,2023-11-15,Against its father imagine fund room off.,voluntary
1533,3086,4590,2025-02-05,Close since culture wish team authority life.,involuntary
1534,4560,4602,2024-09-16,Best man be tax population art magazine.,involuntary
1535,4383,4604,2025-02-17,Election use my range laugh likely.,involuntary
1536,9974,4605,2025-03-09,Nor current morning middle move white include.,voluntary
1537,7925,4609,2023-10-20,News establish others knowledge picture.,involuntary
1538,68,4610,2025-06-05,Goal go than difference clear plan light.,involuntary
1539,9377,4613,2024-07-29,Form student somebody stop.,involuntary
1540,5805,4616,2023-12-26,Group under everything course.,involuntary
1541,4373,4618,2023-09-22,Policy science cell stop bit for.,voluntary
1542,6525,4619,2025-01-22,Question deep worker reduce.,involuntary
1543,3367,4620,2026-06-09,Beat claim national recent nor avoid.,involuntary
1544,425,4624,2024-10-19,Maybe thus out.,involuntary
1545,2460,4626,2025-04-28,Section perform stock beyond.,involuntary
1546,1333,4629,2025-07-23,Sure reduce parent member.,voluntary
1547,7964,4630,2023-10-29,Space while score eye.,involuntary
1548,5637,4632,2025-04-24,Such pick like.,involuntary
1549,7198,4641,2024-10-31,Assume view boy dog modern.,voluntary
1550,5967,4647,2023-12-29,Bill Democrat tree phone option partner most loss.,involuntary
1551,9959,4648,2025-02-20,Paper site skin cultural manage finally police realize.,involuntary
1552,4840,4649,2025-08-27,Its level from dark rise.,involuntary
1553,3455,4650,2024-05-18,Drop level administration play value race.,involuntary
1554,2441,4651,2024-07-04,Course state school wear site player.,voluntary
1555,1752,4655,2023-12-28,Mother cell marriage.,voluntary
1556,9581,4663,2024-05-06,Hear director why and seat this lawyer.,voluntary
1557,7203,4665,2024-09-28,State budget level help.,voluntary
1558,107,4669,2026-02-05,Factor term study six stand.,involuntary
1559,4100,4677,2024-08-22,Enter discover note region likely brother hair.,involuntary
1560,2770,4678,2025-06-24,Special candidate race employee.,voluntary
1561,5056,4679,2024-06-03,Cold top nor themselves street difficult sister today.,involuntary
1562,8765,4686,2024-02-06,Exactly majority budget art.,involuntary
1563,9693,4687,2025-05-23,Answer different drop still.,voluntary
1564,7611,4689,2023-12-26,Base church wide toward life.,involuntary
1565,3545,4691,2024-07-17,Street fund magazine window while.,involuntary
1566,265,4692,2024-03-05,Include him contain usually change compare major I.,involuntary
1567,1529,4696,2024-04-28,Memory scene become also writer inside bill.,involuntary
1568,3609,4697,2024-01-03,Really mother never economy wife.,voluntary
1569,7990,4700,2025-05-27,Customer course response score single.,involuntary
1570,1582,4706,2024-06-24,Strong green find study character.,voluntary
1571,4892,4708,2024-04-26,Place gun near protect better.,involuntary
1572,3995,4709,2023-11-13,Behind none total strong benefit middle.,involuntary
1573,9430,4711,2025-01-03,Rock item wait challenge.,involuntary
1574,1961,4713,2024-08-06,Find wear others onto.,involuntary
1575,4310,4718,2023-10-05,Chance threat system response heavy cell southern.,voluntary
1576,8825,4720,2025-07-31,Challenge term require may hand west.,voluntary
1577,4824,4721,2024-04-06,Throughout traditional price arrive.,voluntary
1578,6061,4723,2025-09-15,May economic size song total.,voluntary
1579,6449,4726,2026-02-10,Tax another movement dog dinner blue sit prove.,voluntary
1580,394,4728,2025-01-22,Young increase without need onto drive.,voluntary
1581,1286,4729,2023-09-16,Maybe door yard office factor.,involuntary
1582,7844,4731,2024-09-18,Red give like bag responsibility production coach meeting.,involuntary
1583,4453,4732,2025-06-30,Deep south safe wind represent let.,involuntary
1584,369,4735,2025-07-17,Really marriage yes issue building over.,involuntary
1585,5879,4736,2024-01-30,Idea produce break threat ball ball close.,involuntary
1586,5920,4739,2023-10-12,They continue push.,voluntary
1587,9038,4740,2026-05-02,Agree nothing president during.,voluntary
1588,6494,4741,2025-02-04,Hotel ability card free add win.,involuntary
1589,6110,4747,2024-09-27,Cultural safe son bit relationship card girl Congress.,voluntary
1590,9276,4748,2024-04-02,True can only.,involuntary
1591,7196,4750,2023-10-27,Available describe will need economic million carry.,involuntary
1592,4056,4755,2024-10-19,Five region your write no inside.,involuntary
1593,7731,4756,2025-03-07,Hold customer approach voice strong government mind mission.,involuntary
1594,5035,4757,2023-12-19,Ability area affect professor value dark.,involuntary
1595,8355,4758,2024-10-26,Report test believe fund.,voluntary
1596,6222,4759,2025-08-17,Industry city us song task scientist first.,voluntary
1597,5988,4760,2024-10-22,Rest oil industry.,voluntary
1598,7274,4763,2026-02-21,Nor out these.,involuntary
1599,1513,4766,2025-07-21,Identify receive value.,involuntary
1600,82,4768,2026-01-09,Go large until behind.,voluntary
1601,5567,4769,2026-04-04,Recent everybody road certain.,involuntary
1602,7839,4773,2023-08-12,Unit interesting side year individual care out scene.,voluntary
1603,7419,4775,2025-08-06,Tough include be character student.,involuntary
1604,4068,4776,2024-07-06,Law shoulder character budget provide.,involuntary
1605,8819,4779,2024-07-10,Get miss agent material.,involuntary
1606,7235,4780,2024-02-23,Quite only candidate long.,involuntary
1607,3109,4783,2024-08-01,Professor simply trial population upon black.,voluntary
1608,3451,4785,2023-11-25,Boy carry subject war.,involuntary
1609,5817,4787,2025-03-04,Check statement bed read mission choice seven perhaps.,voluntary
1610,3483,4790,2026-05-07,Return from mention enough father.,involuntary
1611,761,4791,2024-12-13,But camera face evidence mother.,involuntary
1612,4452,4793,2023-09-03,Require month school statement.,voluntary
1613,7669,4794,2024-09-04,Dream give right standard ball.,involuntary
1614,300,4795,2025-02-10,Pretty commercial season church picture reflect upon.,voluntary
1615,4624,4797,2024-01-30,Miss nor company eye.,voluntary
1616,5305,4798,2025-03-08,Soon remain degree before avoid seven.,voluntary
1617,3547,4799,2024-12-01,Almost the audience than price down notice.,voluntary
1618,9005,4800,2025-03-20,Spend wrong require opportunity admit.,involuntary
1619,5519,4801,2026-01-31,Reason reason among plan.,voluntary
1620,6718,4802,2024-05-12,Doctor to hear international.,voluntary
1621,8651,4807,2024-10-12,Commercial prepare plant away.,involuntary
1622,5905,4816,2025-03-01,Will various write yet check billion campaign.,voluntary
1623,9883,4817,2025-03-12,Strategy identify color.,voluntary
1624,5815,4818,2024-06-03,Later do head west minute explain.,voluntary
1625,4558,4820,2025-03-12,Until minute heart real in.,involuntary
1626,6361,4826,2025-06-30,By instead agreement operation.,involuntary
1627,2914,4833,2024-08-13,Popular since theory modern doctor ask line.,voluntary
1628,1548,4840,2025-04-02,It far opportunity various within.,voluntary
1629,9223,4843,2024-09-26,First someone house beautiful poor.,involuntary
1630,8682,4849,2025-08-30,Stay such little performance new power.,voluntary
1631,3992,4852,2024-05-19,High media help.,involuntary
1632,7781,4853,2024-03-15,Organization hope way.,involuntary
1633,9429,4854,2024-06-22,Those ago he walk information movement.,voluntary
1634,2595,4855,2023-11-27,Difficult move especially show.,involuntary
1635,5776,4856,2023-10-11,Production author level.,voluntary
1636,7267,4857,2025-07-28,Movie above reason painting way indeed.,voluntary
1637,1299,4862,2025-03-06,Apply firm reduce threat quickly agent.,voluntary
1638,2716,4863,2025-05-19,Since head well beat option through.,involuntary
1639,6180,4867,2024-08-30,Character particular bring evidence improve.,voluntary
1640,4951,4881,2025-03-13,Lawyer area change data hair.,involuntary
1641,3691,4882,2025-04-11,Theory two per American economy everyone.,involuntary
1642,1075,4884,2025-02-20,Call world fight test international require.,voluntary
1643,9294,4885,2025-06-15,Evening left morning painting group six discover.,involuntary
1644,5890,4886,2025-07-15,Analysis enter medical sort science born.,involuntary
1645,4742,4891,2024-10-22,Trade state subject national.,voluntary
1646,4278,4893,2024-12-06,Fear top all interest.,voluntary
1647,1268,4894,2024-07-15,Just one eat probably than exactly imagine.,involuntary
1648,4423,4895,2025-02-05,Same start modern.,involuntary
1649,6660,4903,2024-05-14,Financial project some car.,involuntary
1650,7161,4906,2025-02-24,Clearly though mother day.,involuntary
1651,4206,4907,2025-06-05,Phone truth often.,involuntary
1652,2453,4908,2024-03-10,Bar wait compare consider partner total dark serious.,voluntary
